rank,company,ownership,total_income,operating_income,profit,profit_margin_percentage,cash_balance,debt,total_assets,net_worth,employees,debt_to_assets,return_on_assets,revenue_per_employee,profit_per_employee,category_size,profitability_category,sector,stability_score
120,Lupin,D.B. Gupta family,20599.0,20011.0,1914.0,9.3,1203.0,2922.0,18016.0,14290.0,18649,16.21891651865009,10.623889875666075,1.1045632473591078,0.1026328489463242,Medium,Low,Other,-1.5498423623445827
121,Siemens,MNC,20371.0,19554.0,1961.0,9.6,7651.0,175.0,13880.0,13087.0,8888,1.260806916426513,14.128242074927954,2.291966696669667,0.22063456345634563,Medium,Low,Other,3.1945677233429395
122,Zydus Lifesciences,Zydus Family Trust,20108.0,19547.0,3860.0,19.2,1105.0,804.0,24274.0,19830.0,21722,3.312185877894043,15.901787921232593,0.9256974495902771,0.17770002762176595,Medium,Medium,Other,5.393484386586471
123,Citibank N. A.,MNC,20037.0,15411.0,6237.0,31.1,65940.0,197672.0,259856.0,43822.0,4069,76.06982328674343,2.4001754818053076,4.924305726222659,1.5328090439911526,Medium,Very High,Banking & Financial Services,-13.09219229111508
124,KEC International,RPG Group,19978.0,19914.0,347.0,1.7,273.0,3985.0,8106.0,4096.0,6621,49.16111522329139,4.280779669380705,3.0173689774958468,0.052409001661380454,Medium,Low,Other,-13.845983222304467
125,Kalyan Jewellers India,T.S. Kalyanaraman,19858.0,18548.0,597.0,3.0,975.0,4486.0,8720.0,4189.0,11177,51.444954128440365,6.8463302752293576,1.7766842623244161,0.05341325937192449,Medium,Low,Other,-14.07419724770642
126,Kalpataru Power Transmission,Munot family,19673.0,19626.0,510.0,2.6,1032.0,4008.0,9742.0,5138.0,8441,41.141449394374874,5.235064668445904,2.3306480274848953,0.060419381589859024,Medium,Low,Power & Energy,-11.136546910285363
127,Cholamandalam Investment & Finance Company,Murugappa Group,19420.0,19163.0,3420.0,17.6,4394.0,134475.0,154068.0,19593.0,38241,87.28288807539528,2.2197990497702316,0.5078319081613974,0.08943280771946341,Medium,Medium,Banking & Financial Services,-20.554766466754938
128,Apollo Hospitals Enterprise,Prathap C Reddy family,19201.0,19059.0,899.0,4.7,934.0,5333.0,12754.0,6928.0,18669,41.81433275835032,7.048769013642779,1.0284964379452568,0.04815469494884568,Medium,Low,Other,-10.678678061784536
129,Quess Corp,"Fairfax, Ajit Isaac",19168.0,19100.0,278.0,1.5,545.0,838.0,4139.0,2799.0,2534,20.246436337279537,6.716598212128533,7.564325177584846,0.10970797158642462,Medium,Low,Other,-5.163264073447692
130,Polycab India,Jaisinghani family,18682.0,18039.0,1784.0,9.6,402.0,161.0,8561.0,8187.0,4666,1.8806214227309894,20.838687069267607,4.003857693956279,0.3823403343334762,Medium,Low,Other,3.041978740801308
131,Havells India,Anil Rai Gupta,18596.0,18590.0,1271.0,6.8,3038.0,303.0,7853.0,7447.0,6822,3.8583980644339744,16.18489749140456,2.725886836704779,0.18630900029316916,Medium,Low,Other,1.5835502355787598
132,Infiniti Retail,Tata,18303.0,17833.0,-987.0,7.8,47.0,3632.0,8352.0,-597.0,4069,43.486590038314176,-11.817528735632184,4.498156795281396,-0.2425657409682969,Medium,Low,Consumer Goods & Retail,-10.641202107279693
133,Bosch,MNC,18301.0,16727.0,2491.0,13.6,2593.0,39.0,12273.0,12057.0,3516,0.31777071620630654,20.29658600179255,5.205062571103527,0.7084755403868032,Medium,Medium,Other,4.732855862462316
134,Eicher Motors,Vikram Lal,18256.0,16536.0,4001.0,21.9,146.0,419.0,19216.0,18046.0,16550,2.180474604496253,20.82119067443797,1.1030815709969788,0.2417522658610272,Medium,High,Automobile,6.63380099916736
135,APL Apollo Tubes,Rahul Gupta,18202.0,18119.0,732.0,4.0,348.0,1144.0,4904.0,3605.0,1493,23.3278955954323,14.926590538336052,12.191560616208974,0.4902880107166778,Medium,Low,Other,-5.185644371941272
136,Tata Capital,Tata Group,18198.0,18178.0,3327.0,18.3,6996.0,148512.0,173094.0,23417.0,4069,85.79846788450206,1.9220770217338554,4.472351929220939,0.8176456131727697,Medium,Medium,Banking & Financial Services,-19.903015355818223
137,Chambal Fertilisers & Chemicals,K.K. Birla Group,18151.0,17966.0,1276.0,7.0,133.0,1794.0,9161.0,7274.0,1089,19.58301495469927,13.928610413710294,16.667584940312214,1.1717171717171717,Medium,Low,Other,-3.193428664992905
138,Tata Projects,Tata Group,18045.0,17761.0,80.0,0.5,702.0,5543.0,8499.0,2852.0,4069,65.21943758089186,0.9412872102600306,4.4347505529614155,0.01966085033177685,Medium,Low,Other,-19.080485939522294
139,Tube Investments of India,Murugappa Group,17899.0,16890.0,1201.0,6.7,1227.0,896.0,8994.0,5100.0,3233,9.962197020235712,13.353346675561486,5.5363439529848435,0.371481596040829,Medium,Low,Other,-0.38430731598843654
140,Rain Industries,Jagan Mohan Reddy,17841.0,18141.0,-938.0,7.8,2006.0,8690.0,17479.0,7343.0,1476,49.71680302076778,-5.366439727673208,12.08739837398374,-0.6355013550135501,Medium,Low,Other,-12.359416442588246
141,Dixon Technologies,Sunil Vachani,17827.0,17691.0,368.0,2.1,209.0,480.0,2298.0,1695.0,1522,20.887728459530024,16.013925152306356,11.71287779237845,0.24178712220762155,Medium,Low,IT & Technology,-4.997850304612706
142,Rashtriya Chemicals & Fertilizers,Govt of India,17714.0,16981.0,225.0,1.3,353.0,3297.0,8178.0,4606.0,4069,40.31548055759354,2.7512839325018343,4.353403784713689,0.05529614155812239,Medium,Low,Other,-11.340985571044264
143,Honda Cars India,MNC,17589.0,16462.0,661.0,3.8,3537.0,2877.0,6042.0,2608.0,4069,47.61668321747766,10.940086064217148,4.322683706070287,0.1624477758663062,Medium,Low,Automobile,-12.509122807017542
144,Gujarat State Petronet,Govt of Gujarat,17542.0,17295.0,1660.0,9.5,1400.0,140.0,14736.0,10825.0,407,0.9500542888165039,11.264929424538545,43.1007371007371,4.078624078624078,Medium,Low,Other,3.1092833876221495
145,Bombay Burmah Trading Corporation,Nusli Wadia,17507.0,17109.0,684.0,3.9,875.0,2161.0,8923.0,4676.0,296,24.218312226829543,7.665583323994173,59.145270270270274,2.310810810810811,Medium,Low,Other,-5.622569763532445
146,CESC,RP-Sanjiv Goenka Group,17291.0,15293.0,1376.0,8.0,2711.0,14544.0,29752.0,11446.0,6087,48.88410863135251,4.624899166442592,2.8406439954000327,0.22605552817479876,Medium,Low,Other,-11.854510621134713
147,Adani Energy Solutions,Adani Group,17218.0,16607.0,1137.0,6.6,2228.0,37070.0,52428.0,12642.0,4959,70.70649271381704,2.168688487067979,3.4720709820528333,0.22928009679370842,Medium,Low,Power & Energy,-18.88007476920729
148,Exide Industries,Rajan Raheja Group,17161.0,16770.0,877.0,5.1,331.0,1123.0,14190.0,12886.0,4218,7.914023960535587,6.180408738548274,4.068515884305358,0.20791844476055002,Medium,Low,Other,-0.4159337561663143
149,National Insurance Company,Govt of India,17117.0,16964.0,-187.0,7.8,980.0,895.0,6866.0,-995.0,4069,13.035246140401982,-2.7235653946985146,4.206684689112804,-0.045957237650528386,Medium,Low,Banking & Financial Services,-1.296498689193126
150,Britannia Industries,Nusli Wadia,16980.0,16769.0,2140.0,12.6,446.0,2065.0,6127.0,3942.0,3380,33.703280561449326,34.92737065448017,5.023668639053255,0.6331360946745562,Medium,Medium,Other,-5.317878243838749
151,PTC India,Govt of India,16896.0,16763.0,477.0,2.8,2193.0,4327.0,10381.0,5142.0,108,41.681918890280315,4.594933050765823,156.44444444444446,4.416666666666667,Medium,Low,Other,-11.230426741161738
152,National Stock Exchange Of India,Diversified,16534.0,14780.0,8306.0,50.2,29111.0,125.0,33530.0,23974.0,4069,0.3728004771846108,24.771846107963018,4.063406242319981,2.0412877856967313,Medium,Very High,Other,15.917238294065017
153,Welspun Corp,B.K. Goenka,16479.0,17340.0,1110.0,6.7,1072.0,1930.0,7877.0,5597.0,1252,24.501713850450678,14.091659261140027,13.162140575079873,0.8865814696485623,Medium,Low,Other,-4.731462485717913
154,Biocon,Kiran Mazumdar-Shaw,16478.0,14756.0,1023.0,6.2,2259.0,16277.0,43172.0,19783.0,4338,37.70267766144724,2.3695914018345223,3.7985246657445826,0.23582295988934993,Medium,Low,Oil & Gas,-9.09294635411841
155,Apar Industries,Kushal Desai,16381.0,16153.0,825.0,5.0,646.0,476.0,4380.0,3876.0,1659,10.867579908675799,18.835616438356166,9.874020494273658,0.4972875226039783,Medium,Low,Other,-1.054063926940639
156,Tata Chemicals,Tata Group,16353.0,15758.0,268.0,1.6,645.0,5563.0,30600.0,22241.0,6203,18.1797385620915,0.8758169934640523,2.636305013703047,0.04320490085442528,Medium,Low,Other,-4.652189542483661
157,Varun Beverages,Ravi Jaipuria,16206.0,16043.0,2056.0,12.7,460.0,5431.0,12735.0,6937.0,9973,42.646250490773454,16.14448370632116,1.6249874661586283,0.2061566228817808,Medium,Medium,Other,-8.353761287789554
158,Bharat Forge,Baba Kalyani,15919.0,15682.0,951.0,6.0,1690.0,7948.0,15609.0,7170.0,4003,50.91934140559934,6.092638862194887,3.976767424431676,0.23757182113414937,Medium,Low,Other,-13.032295470561856
159,Tata Consumer Products,Tata Group,15573.0,15206.0,1150.0,7.4,2454.0,3477.0,22884.0,16057.0,3488,15.194022024121656,5.025345219367243,4.46473623853211,0.3297018348623853,Medium,Low,Consumer Goods & Retail,-1.9162524034259745
160,Tata Sia Airlines,Tata Group,15541.0,15191.0,-581.0,7.8,644.0,7498.0,22298.0,-87.0,4069,33.62633420037672,-2.605614853350076,3.8193659375768,-0.14278692553452937,Medium,Low,Other,-7.49423625437259
161,Export-Import Bank of India,Govt of India,15464.0,14904.0,2518.0,16.3,8470.0,154611.0,192322.0,23146.0,4069,80.39173885462921,1.3092625908632398,3.800442369132465,0.6188252641926764,Medium,Medium,Banking & Financial Services,-18.892528259897464
162,RBL Bank,Diversified,15454.0,12394.0,1260.0,8.2,14423.0,117656.0,138459.0,14837.0,15606,84.97533565893153,0.9100166836392001,0.9902601563501218,0.08073817762399077,Medium,Low,Banking & Financial Services,-22.69356675983504
163,NLC India,Govt of India,15445.0,13074.0,1854.0,12.0,746.0,22415.0,46259.0,16531.0,3681,48.45543569899912,4.007868739056184,4.1958706873132305,0.5036674816625917,Medium,Medium,Other,-10.553248016602177
164,Prestige Estates Projects,Irfan Razack,15173.0,7877.0,1374.0,9.1,2558.0,13458.0,25437.0,11289.0,10956,52.9071824507607,5.401580375044227,1.3849032493610807,0.1254107338444688,Medium,Low,Other,-12.714010693084877
165,Muthoot Finance,Muthoot family,15163.0,15062.0,4324.0,28.5,6272.0,68274.0,94028.0,25107.0,28286,72.61028629769855,4.598630195260986,0.5360602418157392,0.15286714275613378,Medium,High,Banking & Financial Services,-12.827772578380905
166,Dalmia Bharat,Dalmia Bharat Group,14990.0,14691.0,826.0,5.5,582.0,4805.0,21715.0,16397.0,5945,22.12756159336864,3.803822242689385,2.5214465937762824,0.1389402859545837,Medium,Low,Other,-4.606831683168316
167,JK Tyre & Industries,JK Organisation,14985.0,15002.0,786.0,5.3,770.0,4609.0,10157.0,4487.0,5681,45.3775721177513,7.738505464211874,2.6377398345361733,0.13835592325294843,Medium,Low,Other,-11.553339568770303
168,Bengal & Assam Company,JK Organisation,14943.0,12962.0,3892.0,26.0,33.0,422.0,9663.0,9055.0,4069,4.367173755562455,40.27734657973714,3.6724010813467682,0.9565003686409437,Medium,High,Other,7.596077822622374
169,Haldia Petrochemicals,The Chatterjee Group,14914.0,14392.0,-1028.0,7.8,2365.0,8375.0,24386.0,12211.0,4069,34.34347576478307,-4.2155335028294925,3.665274023101499,-0.2526419267633325,Medium,Low,Other,-7.727957024522268
170,PNB MetLife India Insurance Company,MNC,14772.0,14699.0,276.0,1.9,217.0,400.0,48299.0,1729.0,4069,0.8281744963663844,0.5714404024928053,3.630376013762595,0.06782993364463014,Medium,Low,Banking & Financial Services,0.6338750284684982
171,Rattanindia Power,Rajiv Rattan,14673.0,3364.0,8897.0,60.6,462.0,3185.0,8757.0,4364.0,443,36.3709032773781,101.59872102318145,33.121896162528216,20.08352144469526,Medium,Very High,Power & Energy,9.611254996003197
172,Indraprastha Gas,Govt of India,14603.0,14000.0,1985.0,13.6,2156.0,81.0,9795.0,9633.0,719,0.8269525267993875,20.26544155181215,20.310152990264257,2.760778859527121,Medium,Medium,Oil & Gas,4.5812455334354265
173,ONGC Petro Additions,ONGC,14392.0,14307.0,-3456.0,7.8,9.0,30415.0,27784.0,-2698.0,4069,109.46947883674056,-12.438813705729917,3.536986974686655,-0.8493487343327599,Medium,Low,Oil & Gas,-30.449555139648712
174,Godrej Consumer Products,Godrej Group,14378.0,14096.0,-561.0,7.8,547.0,3222.0,15988.0,12599.0,2702,20.152614460845633,-3.508881661245934,5.321243523316062,-0.2076239822353812,Medium,Low,Consumer Goods & Retail,-3.469119339504628
175,Uno Minda,Nirmal Minda,14377.0,14031.0,880.0,6.1,254.0,1706.0,7115.0,4943.0,4710,23.977512297962054,12.368236120871398,3.0524416135881105,0.18683651804670912,Medium,Low,Other,-4.808749121574139
176,Aditya Birla Fashion & Retail,Aditya Birla Group,14066.0,13996.0,-628.0,7.8,462.0,9450.0,16001.0,4034.0,26965,59.05880882444847,-3.924754702831073,0.5216391618765066,-0.023289449286111628,Medium,Low,Consumer Goods & Retail,-15.150363102306104
177,Star Health & Allied Insurance,Diversified,14026.0,14022.0,845.0,6.0,445.0,470.0,6915.0,6384.0,15913,6.796818510484454,12.219812002892263,0.8814177087915541,0.05310123798152454,Medium,Low,Banking & Financial Services,0.31822125813449015
178,National Aluminium Company,Govt of India,13973.0,13149.0,1988.0,14.2,2575.0,96.0,15261.0,14388.0,1586,0.6290544525260469,13.026669287726886,8.810214375788146,1.253467843631778,Medium,Medium,Other,4.665563200314526
179,BASF India,MNC,13797.0,13767.0,563.0,4.1,624.0,156.0,3462.0,3224.0,3139,4.506065857885615,16.262276140958985,4.395348837209302,0.17935648295635553,Medium,Low,Other,0.5394742923165797
180,Afcons Infrastructure,Shapoorji Pallonji Group,13647.0,13268.0,450.0,3.3,666.0,2523.0,8139.0,3596.0,4069,30.998894213048285,5.528934758569848,3.3538953059719834,0.11059228311624478,Medium,Low,Construction & Infrastructure,-7.88272392185772
181,Kama Holdings,Arun Bharat Ram,13560.0,13440.0,874.0,6.4,583.0,5022.0,17345.0,6609.0,4069,28.95358893052753,5.038916114153935,3.332514131236176,0.21479478987466208,Medium,Low,Other,-6.358575958489479
182,Trent,Tata Group,13529.0,12375.0,1487.0,11.0,298.0,1753.0,6030.0,4068.0,25277,29.071310116086234,24.660033167495854,0.5352296554179689,0.058828183724334376,Medium,Medium,Other,-4.618308457711443
183,Shyam Metalics & Energy,M.P. Agarwal,13501.0,13195.0,1035.0,7.7,50.0,597.0,10979.0,9647.0,3522,5.437653702522999,9.427088077238365,3.8333333333333335,0.2938671209540034,Medium,Low,Metals & Mining,1.1681564805537845
184,Mphasis,MNC,13496.0,13279.0,1555.0,11.5,814.0,1544.0,11339.0,8795.0,24518,13.616721051239086,13.713731369609313,0.5504527286075537,0.06342279141854963,Medium,Medium,Other,-0.046384160860746204
185,Adani Properties,Adani Group,13450.0,8751.0,3023.0,22.5,1369.0,20242.0,128489.0,90872.0,4069,15.753877763855273,2.3527305839410375,3.305480462029983,0.7429343819120177,Medium,High,Other,2.3730222042353817
186,Allcargo Logistics,Shashi Kiran Shetty,13422.0,13188.0,150.0,1.1,559.0,1846.0,4509.0,2522.0,537,40.94034153914393,3.32667997338656,24.99441340782123,0.27932960893854747,Medium,Low,Automobile,-11.560774007540472
187,Uflex,Ashok Chaturvedi,13421.0,13364.0,-691.0,7.8,1073.0,6947.0,14312.0,7225.0,7384,48.53968697596422,-4.82811626607043,1.817578548212351,-0.0935807150595883,Medium,Low,Other,-12.0034740078256
188,Glenmark Pharmaceuticals,Saldanha family,13246.0,11813.0,-1502.0,7.8,1659.0,1231.0,9619.0,7848.0,12736,12.797588106871816,-15.614928786776172,1.0400439698492463,-0.11793341708542714,Medium,Low,Pharmaceuticals,-1.4770807776276118
189,Voltas,Tata Group,13126.0,12481.0,252.0,1.9,852.0,744.0,6715.0,5821.0,1938,11.079672375279227,3.7527922561429636,6.77296181630547,0.13003095975232198,Medium,Low,Other,-2.3534698436336567
190,Zomato,Diversified,12966.0,12114.0,351.0,2.7,731.0,749.0,21246.0,20413.0,4440,3.52536948131413,1.6520756848347924,2.92027027027027,0.07905405405405405,Medium,Low,Other,0.09231196460510213
191,Alkem Laboratories,Singh family,12964.0,12668.0,1796.0,13.9,1579.0,1418.0,12770.0,10312.0,17277,11.10415035238841,14.064212999216915,0.750361752619089,0.10395323262140418,Medium,Medium,Pharmaceuticals,1.44476898981989
192,Ircon International,Govt of India,12956.0,12331.0,930.0,7.2,4984.0,2570.0,10433.0,5871.0,1201,24.633374868206655,8.914022812230423,10.787676935886761,0.7743547044129891,Medium,Low,Other,-4.656189015623503
193,Dabur India,Burman family,12837.0,12404.0,1843.0,14.4,666.0,1365.0,11742.0,9866.0,5369,11.62493612672458,15.6957928802589,2.3909480350158314,0.3432669025889365,Medium,Medium,Other,1.4577789133026744
194,Summit Digitel Infrastructure,MNC,12820.0,12509.0,-3038.0,7.8,638.0,49166.0,44173.0,-14740.0,4069,111.30328481198923,-6.877504357865664,3.15065126566724,-0.7466207913492259,Medium,Low,Construction & Infrastructure,-30.88564688837072
195,Waaree Energies,Hitesh Doshi & family,12536.0,11398.0,1237.0,9.9,3779.0,553.0,6097.0,4088.0,4069,9.07003444316877,20.288666557323275,3.080855246989432,0.30400589825509955,Medium,Low,Other,1.0787256027554544
196,Dilip Buildcon,Dilip Suryavanshi,12416.0,12012.0,194.0,1.6,736.0,7240.0,12042.0,4370.0,19081,60.12290317223052,1.6110280684271716,0.6506996488653635,0.010167182013521304,Medium,Low,Other,-17.212426507224713
197,Pidilite Industries,B.K. Parekh,12397.0,12383.0,1729.0,14.0,533.0,382.0,9103.0,8407.0,10124,4.196418763045149,18.993738328023728,1.224516001580403,0.17078229948636903,Medium,Medium,Other,3.6326595627815013
198,SIS,R. K. Sinha & Associates,12328.0,12261.0,190.0,1.5,741.0,1658.0,4269.0,2414.0,163744,38.83813539470602,4.450691028343874,0.07528825483681845,0.0011603478600742622,Medium,Low,Other,-10.777711407823846
199,AU Small Finance Bank,Sanjay Agarwal,12301.0,10555.0,1535.0,12.5,6376.0,92661.0,109426.0,12560.0,29738,84.67914389633177,1.4027744777292417,0.41364584033896024,0.0516174591431838,Medium,Medium,Banking & Financial Services,-21.314034141794455
200,ATC Telecom Infrastructure,Sanjay Goe,12163.0,10571.0,4204.0,34.6,1436.0,4850.0,21065.0,9186.0,4069,23.023973415618322,19.95727510087823,2.9891865323175226,1.0331776849348735,Medium,Very High,Construction & Infrastructure,4.185587467362925
201,Gokul Agro Resources,K.J. Thakkar,12139.0,11863.0,136.0,1.1,437.0,604.0,1393.0,786.0,461,43.35965541995693,9.763101220387654,26.33188720173536,0.2950108459869848,Medium,Low,Other,-12.11989231873654
202,Shree Renuka Sugars,MNC,12119.0,11319.0,-627.0,7.8,54.0,5794.0,4407.0,-2446.0,2132,131.47265713637395,-14.227365554799182,5.684333958724203,-0.29409005628517826,Medium,Low,Other,-37.083893805309735
203,Jammu and Kashmir Bank,Diversified,12051.0,11213.0,1771.0,14.7,8196.0,137648.0,154505.0,10924.0,12849,89.08967347335037,1.1462412219669267,0.9378939995330375,0.1378317378784341,Medium,Medium,Banking & Financial Services,-21.983367852173064
204,Ceat,RPG Group,12019.0,11943.0,643.0,5.4,59.0,1792.0,5944.0,4043.0,6743,30.148048452220728,10.817631224764469,1.7824410499777548,0.09535814919175441,Medium,Low,Other,-6.90607671601615
205,Amara Raja Batteries,R.N. Galla,12010.0,11708.0,934.0,7.8,118.0,157.0,7218.0,6799.0,2361,2.175117761152674,12.939872540870049,5.086827615417196,0.3955950868276154,Medium,Low,Other,2.2495317262399555
206,JSW Energy,Savitri Devi Jindal,11957.0,11486.0,1723.0,14.4,4207.0,31573.0,53271.0,20832.0,2500,59.26864522911153,3.2344052110904618,4.7828,0.6892,Medium,Medium,Power & Energy,-13.080110754444258
207,J K Cements,JK Group,11903.0,11556.0,791.0,6.6,867.0,5549.0,11510.0,5367.0,4196,48.21025195482189,6.872284969591659,2.836749285033365,0.18851286939942802,Medium,Low,Construction & Infrastructure,-12.030564726324933
208,NHPC,Govt of India,11703.0,9660.0,3624.0,31.0,3622.0,32561.0,84337.0,38702.0,3381,38.60820280541162,4.297046373477833,3.4614019520851818,1.0718722271517303,Medium,Very High,Other,-1.8879305642837667
209,Swiggy,"Sriharsha Majety, Nandan Reddy, Rahul Jaimini",11646.0,11247.0,-2350.0,7.8,891.0,864.0,8724.0,-7782.0,4069,9.903713892709765,-26.937184777624946,2.862128287048415,-0.577537478495945,Medium,Low,Other,-0.8494314534617147
210,DCM Shriram,"Ajay Shriram, Vikram Shriram",11629.0,11214.0,447.0,3.8,672.0,2152.0,8980.0,6522.0,5843,23.964365256124722,4.9777282850779505,1.9902447372924867,0.0765017970220777,Medium,Low,Other,-5.634788418708242
211,HDFC Ergo GIC,"HDFC, ERGO Intl",11616.0,11606.0,438.0,3.8,289.0,1075.0,5523.0,4152.0,4069,19.46405938801376,7.930472569255839,2.8547554681739986,0.10764315556647824,Medium,Low,Other,-4.230143038203874
212,United Spirits,MNC,11458.0,11321.0,1408.0,12.3,1269.0,265.0,7401.0,7121.0,2598,3.5805972165923525,19.024456154573706,4.410315627405697,0.541955350269438,Medium,Medium,Other,3.330602621267396
213,Serum Institute of India,Cyrus Poonawalla,11421.0,9549.0,4278.0,37.5,1072.0,302.0,42099.0,41187.0,4069,0.717356706810138,10.161761562032352,2.8068321454902923,1.051363971491767,Medium,Very High,Other,11.543120976745291
214,Tata AIG General Insurance Company,Tata,11408.0,11381.0,685.0,6.0,355.0,730.0,9706.0,4677.0,4069,7.521120956109622,7.057490212239852,2.8036372573113786,0.16834603096583928,Medium,Low,Banking & Financial Services,-0.007871419740366703
215,Paradeep Phosphates,K.K. Birla Group,11310.0,11575.0,100.0,0.9,118.0,4014.0,7604.0,3564.0,1467,52.78800631246712,1.3150973172014728,7.70961145194274,0.0681663258350375,Medium,Low,Other,-15.23699631772751
216,Deutsche Bank,MNC,11234.0,9723.0,1977.0,17.6,12824.0,102103.0,145235.0,24289.0,4069,70.30192446724274,1.3612421248321687,2.760874907839764,0.4858687638240354,Medium,Medium,Banking & Financial Services,-15.465692842634347
217,Marico,Harsh Mariwala,11181.0,11094.0,1481.0,13.3,943.0,528.0,5122.0,3832.0,1782,10.30847325263569,28.91448652869973,6.274410774410774,0.8310886644219978,Medium,Medium,Other,1.8125693088637251
218,Berger Paints India,Dhingra brothers,11179.0,11199.0,1168.0,10.5,451.0,753.0,6240.0,5379.0,4445,12.067307692307692,18.71794871794872,2.51496062992126,0.26276715410573676,Medium,Medium,Other,0.21862179487179526
219,SEIL Energy India,Sembcorp,11071.0,9832.0,2281.0,20.6,174.0,6762.0,17308.0,10539.0,4069,39.06863877975503,13.178876819967645,2.7208159252887687,0.5605799950847874,Medium,High,Power & Energy,-4.975003466605037
220,Torrent Pharmaceuticals,Samir & Sudhir Mehta,11029.0,10728.0,1656.0,15.0,839.0,4022.0,11333.0,6856.0,18467,35.489279096444015,14.612194476308126,0.597227486868468,0.0896734715979856,Medium,Medium,Pharmaceuticals,-5.539733521574163
221,Raymond,Gautam Singhania,11025.0,9020.0,1638.0,14.9,526.0,4181.0,9704.0,4617.0,2133,43.08532563891178,16.87963726298434,5.168776371308017,0.7679324894514767,Medium,Medium,Other,-7.807164056059356
222,Barclays Global Service Centre,MNC,10969.0,10903.0,1017.0,9.3,944.0,908.0,3651.0,1034.0,4069,24.869898657901945,27.85538208709942,2.6957483411157535,0.2499385598427132,Medium,Low,Other,-3.762150095864147
223,LifeStyle International,Micky Jagtiani,10929.0,11215.0,292.0,2.7,712.0,0.0,7791.0,2112.0,4069,0.0,3.74791426004364,2.6859179159498647,0.0717621037109855,Medium,Low,Other,1.2032357848799897
224,Punjab & Sind Bank,Govt of India,10915.0,9694.0,595.0,5.5,7383.0,129180.0,147744.0,14467.0,4069,87.43502274204027,0.40272363006281137,2.682477267141804,0.14622757434259032,Medium,Low,Banking & Financial Services,-24.262458035520897
225,ABB India,MNC,10775.0,10447.0,1242.0,11.5,4816.0,49.0,6007.0,5945.0,3061,0.8157149991676377,20.675878142167473,3.520091473374714,0.40574975498203203,Medium,Medium,Other,4.079149325786583
226,Adani Green Energy,Adani Group,10749.0,9220.0,1100.0,10.2,8764.0,64858.0,83947.0,9834.0,3324,77.26065255458802,1.3103505783410963,3.2337545126353793,0.3309265944645006,Medium,Medium,Power & Energy,-19.77110891395762
227,Mankind Pharma,Juneja brothers,10726.0,10335.0,1913.0,17.8,1198.0,207.0,9929.0,9363.0,18428,2.0848020948736026,19.266794239097592,0.5820490557846755,0.10380942044714565,Medium,Medium,Pharmaceuticals,5.4240265887803405
228,Nuvoco Vistas Corporation,Karsanbhai Patel,10700.0,10733.0,147.0,1.4,107.0,4404.0,13664.0,8984.0,3849,32.230679156908664,1.0758196721311475,2.7799428422967005,0.03819173811379579,Medium,Low,Other,-8.926121194379391
229,Abis Exports India,Bahadur Ali,10646.0,10465.0,572.0,5.4,14.0,2002.0,4398.0,2380.0,4069,45.52069122328331,13.005911778080945,2.616367657901204,0.14057507987220447,Medium,Low,Other,-11.475452478399271
230,NBCC,Govt of India,10572.0,10433.0,402.0,3.8,5191.0,1.0,2691.0,2226.0,989,0.03716090672612412,14.938684503901895,10.68958543983822,0.4064711830131446,Medium,Low,Other,2.1134299516908213
231,Mazagon Dock Shipbuilders,Govt of India,10568.0,9467.0,1937.0,18.3,14210.0,1.0,6815.0,6243.0,946,0.014673514306676448,28.42259721203228,11.171247357293868,2.0475687103594082,Medium,Medium,Other,6.771071166544387
232,One 97 Communications,Diversified,10525.0,9978.0,-1417.0,7.8,5246.0,177.0,13656.0,13327.0,28107,1.2961335676625658,-10.376391329818395,0.3744618778240296,-0.05041448749421852,Medium,Low,Telecom,2.120462800234329
233,IIFL Finance,Nirmal Jain & Associates,10490.0,10471.0,1764.0,16.8,4246.0,47161.0,59217.0,10637.0,14992,79.6409814749143,2.978874309742135,0.6997065101387406,0.11766275346851654,Medium,Medium,Banking & Financial Services,-18.478376479727103
234,Macrotech Developers,M.P. Lodha,10470.0,10316.0,1549.0,14.8,2635.0,7684.0,25349.0,17028.0,4611,30.312832853366995,6.11069470196063,2.2706571242680544,0.3359358056820646,Medium,Medium,IT & Technology,-4.210846187226319
235,PDS,D.K. Seth,10449.0,10373.0,144.0,1.4,684.0,1054.0,2330.0,1167.0,4218,45.236051502145926,6.180257510729613,2.4772403982930298,0.034139402560455195,Medium,Low,Other,-12.668497854077254
236,Hexaware Technologies,MNC,10389.0,10380.0,998.0,9.6,1784.0,79.0,5126.0,4635.0,4069,1.541162699960983,19.46937182988685,2.553207176210371,0.2452691078889162,Medium,Low,IT & Technology,3.1766445571595785
237,International Tractors,Lachman Dass Mittal,10341.0,9485.0,1739.0,16.8,511.0,277.0,10453.0,10113.0,4069,2.6499569501578493,16.636372333301445,2.541410666011305,0.42737773408699925,Medium,Medium,Other,4.88751745910265
238,Endurance Technologies,Anurang Jain,10340.0,10241.0,680.0,6.6,505.0,765.0,5902.0,4977.0,4070,12.9617078956286,11.521518129447644,2.5405405405405403,0.16707616707616707,Medium,Low,IT & Technology,-1.3609691629955947
239,Piramal Enterprises,Ajay Piramal,10332.0,10110.0,-1684.0,7.8,4447.0,53611.0,80168.0,26557.0,219,66.87331603632371,-2.100588763596447,47.178082191780824,-7.689497716894977,Medium,Low,Other,-17.452912383993613
